date,station_id,time,humidity
20230101,488200,12:00am,77%
20230101,488200,01:00am,82%
20230101,488200,02:00am,82%
20230101,488200,03:00am,82%
20230101,488200,04:00am,77%
20230101,488200,05:00am,88%
20230101,488200,06:00am,82%
20230101,488200,07:00am,87%
20230101,488200,08:00am,82%
20230101,488200,09:00am,63%
20230101,488200,10:00am,56%
20230101,488200,11:00am,52%
20230101,488200,12:00pm,49%
20230101,488200,01:00pm,46%
20230101,488200,02:00pm,49%
20230101,488200,03:00pm,53%
20230101,488200,04:00pm,53%
20230101,488200,05:00pm,56%
20230101,488200,06:00pm,60%
20230101,488200,07:00pm,60%
20230101,488200,08:00pm,68%
20230101,488200,09:00pm,77%
20230101,488200,10:00pm,77%
20230101,488200,11:00pm,77%
20230102,488200,12:00am,68%
20230102,488200,01:00am,72%
20230102,488200,02:00am,68%
20230102,488200,03:00am,77%
20230102,488200,04:00am,77%
20230102,488200,05:00am,77%
20230102,488200,06:00am,82%
20230102,488200,07:00am,82%
20230102,488200,08:00am,73%
20230102,488200,09:00am,68%
20230102,488200,10:00am,64%
20230102,488200,11:00am,56%
20230102,488200,12:00pm,53%
20230102,488200,01:00pm,56%
20230102,488200,02:00pm,53%
20230102,488200,03:00pm,56%
20230102,488200,04:00pm,56%
20230102,488200,05:00pm,64%
20230102,488200,06:00pm,64%
20230102,488200,07:00pm,68%
20230102,488200,08:00pm,72%
20230102,488200,09:00pm,72%
20230102,488200,10:00pm,72%
20230102,488200,11:00pm,72%
20230103,488200,12:00am,73%
20230103,488200,01:00am,77%
20230103,488200,02:00am,77%
20230103,488200,03:00am,77%
20230103,488200,04:00am,77%
20230103,488200,05:00am,77%
20230103,488200,06:00am,82%
20230103,488200,07:00am,88%
20230103,488200,08:00am,82%
20230103,488200,09:00am,68%
20230103,488200,10:00am,60%
20230103,488200,11:00am,60%
20230103,488200,12:00pm,60%
20230103,488200,01:00pm,56%
20230103,488200,02:00pm,49%
20230103,488200,03:00pm,49%
20230103,488200,04:00pm,49%
20230103,488200,05:00pm,53%
20230103,488200,06:00pm,56%
20230103,488200,07:00pm,56%
20230103,488200,08:00pm,68%
20230103,488200,09:00pm,64%
20230103,488200,10:00pm,64%
20230103,488200,11:00pm,73%
20230104,488200,12:00am,73%
20230104,488200,01:00am,73%
20230104,488200,02:00am,77%
20230104,488200,03:00am,77%
20230104,488200,04:00am,82%
20230104,488200,05:00am,82%
20230104,488200,06:00am,82%
20230104,488200,07:00am,82%
20230104,488200,08:00am,82%
20230104,488200,09:00am,68%
20230104,488200,10:00am,60%
20230104,488200,11:00am,56%
20230104,488200,12:00pm,56%
20230104,488200,01:00pm,53%
20230104,488200,02:00pm,53%
20230104,488200,03:00pm,56%
20230104,488200,04:00pm,53%
20230104,488200,05:00pm,64%
20230104,488200,06:00pm,64%
20230104,488200,07:00pm,73%
20230104,488200,08:00pm,73%
20230104,488200,09:00pm,73%
20230104,488200,10:00pm,73%
20230104,488200,11:00pm,73%
20230105,488200,12:00am,78%
20230105,488200,01:00am,73%
20230105,488200,02:00am,73%
20230105,488200,03:00am,77%
20230105,488200,04:00am,68%
20230105,488200,05:00am,73%
20230105,488200,06:00am,68%
20230105,488200,07:00am,88%
20230105,488200,08:00am,83%
20230105,488200,09:00am,83%
20230105,488200,10:00am,78%
20230105,488200,11:00am,73%
20230105,488200,12:00pm,73%
20230105,488200,01:00pm,69%
20230105,488200,02:00pm,64%
20230105,488200,03:00pm,64%
20230105,488200,04:00pm,64%
20230105,488200,05:00pm,69%
20230105,488200,06:00pm,73%
20230105,488200,07:00pm,73%
20230105,488200,08:00pm,73%
20230105,488200,09:00pm,73%
20230105,488200,10:00pm,78%
20230105,488200,11:00pm,78%
20230106,488200,12:00am,59%
20230106,488200,01:00am,55%
20230106,488200,02:00am,59%
20230106,488200,03:00am,72%
20230106,488200,04:00am,72%
20230106,488200,05:00am,77%
20230106,488200,06:00am,82%
20230106,488200,07:00am,68%
20230106,488200,08:00am,60%
20230106,488200,09:00am,64%
20230106,488200,10:00am,60%
20230106,488200,11:00am,47%
20230106,488200,12:00pm,44%
20230106,488200,01:00pm,44%
20230106,488200,02:00pm,41%
20230106,488200,03:00pm,41%
20230106,488200,04:00pm,47%
20230106,488200,05:00pm,43%
20230106,488200,06:00pm,49%
20230106,488200,07:00pm,52%
20230106,488200,08:00pm,52%
20230106,488200,09:00pm,52%
20230106,488200,10:00pm,52%
20230106,488200,11:00pm,52%
20230107,488200,12:00am,77%
20230107,488200,01:00am,72%
20230107,488200,02:00am,72%
20230107,488200,03:30am,72%
20230107,488200,04:00am,68%
20230107,488200,05:00am,82%
20230107,488200,06:00am,77%
20230107,488200,07:00am,88%
20230107,488200,08:00am,88%
20230107,488200,09:00am,72%
20230107,488200,10:00am,59%
20230107,488200,11:00am,49%
20230107,488200,12:00pm,40%
20230107,488200,01:00pm,38%
20230107,488200,02:00pm,41%
20230107,488200,03:00pm,41%
20230107,488200,04:00pm,41%
20230107,488200,05:00pm,41%
20230107,488200,06:00pm,43%
20230107,488200,07:00pm,43%
20230107,488200,08:00pm,64%
20230107,488200,09:00pm,68%
20230107,488200,10:00pm,68%
20230107,488200,11:00pm,72%
20230108,488200,12:00am,78%
20230108,488200,01:00am,78%
20230108,488200,02:00am,88%
20230108,488200,03:00am,83%
20230108,488200,04:00am,83%
20230108,488200,05:00am,88%
20230108,488200,06:00am,83%
20230108,488200,07:00am,72%
20230108,488200,08:00am,68%
20230108,488200,09:00am,64%
20230108,488200,10:00am,56%
20230108,488200,11:00am,60%
20230108,488200,12:00pm,53%
20230108,488200,01:00pm,50%
20230108,488200,02:00pm,47%
20230108,488200,03:00pm,44%
20230108,488200,04:00pm,44%
20230108,488200,05:00pm,43%
20230108,488200,06:00pm,46%
20230108,488200,07:00pm,46%
20230108,488200,08:00pm,46%
20230108,488200,09:00pm,73%
20230108,488200,10:00pm,73%
20230108,488200,11:00pm,78%
20230109,488200,12:00am,83%
20230109,488200,01:00am,88%
20230109,488200,02:00am,88%
20230109,488200,03:00am,88%
20230109,488200,04:00am,88%
20230109,488200,05:00am,88%
20230109,488200,06:00am,88%
20230109,488200,07:00am,83%
20230109,488200,08:00am,83%
20230109,488200,09:00am,78%
20230109,488200,10:00am,69%
20230109,488200,11:00am,69%
20230109,488200,12:00pm,65%
20230109,488200,01:00pm,61%
20230109,488200,02:00pm,61%
20230109,488200,03:00pm,61%
20230109,488200,04:00pm,57%
20230109,488200,05:00pm,57%
20230109,488200,06:00pm,57%
20230109,488200,07:00pm,60%
20230109,488200,08:00pm,60%
20230109,488200,09:00pm,69%
20230109,488200,10:00pm,83%
20230109,488200,11:00pm,83%
20230110,488200,12:00am,94%
20230110,488200,01:00am,94%
20230110,488200,02:00am,94%
20230110,488200,03:00am,94%
20230110,488200,04:00am,94%
20230110,488200,05:00am,94%
20230110,488200,06:00am,94%
20230110,488200,07:00am,88%
20230110,488200,08:00am,83%
20230110,488200,09:00am,78%
20230110,488200,10:00am,65%
20230110,488200,11:00am,61%
20230110,488200,12:00pm,61%
20230110,488200,01:00pm,61%
20230110,488200,02:00pm,65%
20230110,488200,03:00pm,69%
20230110,488200,04:00pm,78%
20230110,488200,05:00pm,83%
20230110,488200,06:00pm,88%
20230110,488200,07:00pm,88%
20230110,488200,08:00pm,88%
20230110,488200,09:00pm,94%
20230110,488200,10:00pm,94%
20230110,488200,11:00pm,94%
20230111,488200,12:00am,88%
20230111,488200,01:00am,88%
20230111,488200,02:00am,94%
20230111,488200,03:00am,88%
20230111,488200,04:00am,88%
20230111,488200,05:00am,88%
20230111,488200,06:00am,88%
20230111,488200,07:00am,94%
20230111,488200,08:00am,94%
20230111,488200,09:00am,88%
20230111,488200,10:00am,83%
20230111,488200,11:00am,83%
20230111,488200,12:00pm,88%
20230111,488200,01:00pm,88%
20230111,488200,02:00pm,88%
20230111,488200,03:00pm,88%
20230111,488200,04:00pm,83%
20230111,488200,05:00pm,83%
20230111,488200,06:00pm,88%
20230111,488200,07:00pm,88%
20230111,488200,08:00pm,88%
20230111,488200,09:00pm,88%
20230111,488200,10:00pm,88%
20230111,488200,11:00pm,88%
20230112,488200,12:00am,88%
20230112,488200,01:00am,88%
20230112,488200,02:00am,88%
20230112,488200,03:00am,88%
20230112,488200,04:00am,88%
20230112,488200,05:00am,88%
20230112,488200,06:00am,94%
20230112,488200,07:00am,88%
20230112,488200,08:00am,94%
20230112,488200,09:00am,88%
20230112,488200,10:00am,78%
20230112,488200,11:00am,83%
20230112,488200,12:00pm,78%
20230112,488200,01:00pm,73%
20230112,488200,02:00pm,69%
20230112,488200,03:00pm,69%
20230112,488200,04:00pm,73%
20230112,488200,05:00pm,78%
20230112,488200,06:00pm,78%
20230112,488200,07:00pm,78%
20230112,488200,08:00pm,83%
20230112,488200,09:00pm,83%
20230112,488200,10:00pm,83%
20230112,488200,11:00pm,83%
20230113,488200,12:00am,88%
20230113,488200,01:00am,88%
20230113,488200,02:00am,94%
20230113,488200,03:00am,88%
20230113,488200,04:00am,94%
20230113,488200,05:00am,94%
20230113,488200,06:00am,94%
20230113,488200,07:00am,100%
20230113,488200,08:00am,94%
20230113,488200,09:00am,83%
20230113,488200,10:00am,73%
20230113,488200,11:00am,69%
20230113,488200,12:00pm,69%
20230113,488200,01:00pm,62%
20230113,488200,02:00pm,62%
20230113,488200,03:00pm,58%
20230113,488200,04:00pm,55%
20230113,488200,05:00pm,66%
20230113,488200,06:00pm,74%
20230113,488200,07:00pm,78%
20230113,488200,08:00pm,83%
20230113,488200,09:00pm,88%
20230113,488200,10:00pm,94%
20230113,488200,11:00pm,88%
20230114,488200,12:00am,83%
20230114,488200,01:00am,88%
20230114,488200,02:00am,88%
20230114,488200,03:00am,88%
20230114,488200,04:00am,94%
20230114,488200,05:00am,94%
20230114,488200,06:00am,94%
20230114,488200,07:00am,94%
20230114,488200,08:00am,88%
20230114,488200,09:00am,83%
20230114,488200,10:00am,74%
20230114,488200,11:00am,65%
20230114,488200,12:00pm,55%
20230114,488200,01:00pm,48%
20230114,488200,02:00pm,46%
20230114,488200,03:00pm,32%
20230114,488200,04:00pm,36%
20230114,488200,05:00pm,33%
20230114,488200,06:00pm,45%
20230114,488200,07:00pm,61%
20230114,488200,08:00pm,57%
20230114,488200,09:00pm,65%
20230114,488200,10:00pm,69%
20230114,488200,11:00pm,83%
20230115,488200,12:00am,55%
20230115,488200,01:00am,58%
20230115,488200,02:00am,58%
20230115,488200,03:00am,58%
20230115,488200,04:00am,51%
20230115,488200,05:00am,51%
20230115,488200,06:00am,51%
20230115,488200,07:00am,94%
20230115,488200,08:00am,88%
20230115,488200,09:00am,83%
20230115,488200,10:00am,78%
20230115,488200,11:00am,73%
20230115,488200,12:00pm,65%
20230115,488200,01:00pm,60%
20230115,488200,02:00pm,60%
20230115,488200,03:00pm,56%
20230115,488200,04:00pm,60%
20230115,488200,05:00pm,64%
20230115,488200,06:00pm,59%
20230115,488200,07:00pm,63%
20230115,488200,08:00pm,63%
20230115,488200,09:00pm,63%
20230115,488200,10:00pm,59%
20230115,488200,11:00pm,59%
20230116,488200,12:00am,62%
20230116,488200,01:00am,62%
20230116,488200,02:00am,62%
20230116,488200,03:00am,58%
20230116,488200,04:00am,62%
20230116,488200,05:00am,62%
20230116,488200,06:00am,62%
20230116,488200,07:00am,51%
20230116,488200,08:00am,47%
20230116,488200,09:00am,47%
20230116,488200,10:00am,47%
20230116,488200,11:00am,44%
20230116,488200,12:00pm,44%
20230116,488200,01:00pm,41%
20230116,488200,02:00pm,44%
20230116,488200,03:00pm,44%
20230116,488200,04:00pm,44%
20230116,488200,05:00pm,44%
20230116,488200,06:00pm,47%
20230116,488200,07:00pm,58%
20230116,488200,08:00pm,54%
20230116,488200,09:00pm,54%
20230116,488200,10:00pm,58%
20230116,488200,11:00pm,62%
20230117,488200,12:00am,62%
20230117,488200,01:00am,62%
20230117,488200,02:00am,58%
20230117,488200,03:00am,58%
20230117,488200,04:00am,58%
20230117,488200,05:00am,58%
20230117,488200,06:00am,58%
20230117,488250,07:00am,61%
20230117,488200,08:00am,62%
20230117,488200,09:00am,58%
20230117,488200,10:00am,58%
20230117,488200,11:00am,58%
20230117,488200,12:00pm,54%
20230117,488200,01:00pm,58%
20230117,488200,02:00pm,58%
20230117,488200,03:00pm,55%
20230117,488200,04:00pm,55%
20230117,488200,05:00pm,58%
20230117,488200,06:00pm,58%
20230117,488250,07:00pm,72%
20230117,488200,08:00pm,67%
20230117,488200,09:00pm,67%
20230117,488200,10:00pm,62%
20230117,488200,11:00pm,62%
20230118,488200,12:00am,67%
20230118,488200,01:00am,67%
20230118,488200,02:00am,77%
20230118,488200,03:00am,77%
20230118,488200,04:00am,72%
20230118,488200,05:00am,63%
20230118,488200,06:00am,63%
20230118,488200,07:00am,58%
20230118,488200,08:00am,58%
20230118,488200,09:00am,51%
20230118,488200,10:00am,51%
20230118,488200,11:00am,44%
20230118,488200,12:00pm,45%
20230118,488200,01:00pm,42%
20230118,488200,02:00pm,42%
20230118,488200,03:00pm,45%
20230118,488200,04:00pm,45%
20230118,488200,05:00pm,55%
20230118,488200,06:00pm,59%
20230118,488200,07:00pm,59%
20230118,488200,08:00pm,59%
20230118,488200,09:00pm,63%
20230118,488200,10:00pm,67%
20230118,488200,11:00pm,67%
20230119,488200,12:00am,63%
20230119,488200,01:00am,63%
20230119,488200,02:00am,67%
20230119,488200,03:00am,67%
