date,station_id,time,wind direction
20200101,488200,07:00am,low winds from changing directions
20200101,488200,08:00am,northeast (40°)
20200101,488200,09:00am,north-northeast (20°)
20200101,488200,10:00am,north-northeast (30°)
20200101,488200,11:00am,north (10°)
20200101,488200,12:00pm,low winds from changing directions
20200101,488200,01:00pm,south (170°)
20200101,488200,02:00pm,south (180°)
20200101,488200,03:00pm,south (170°)
20200101,488200,04:00pm,southeast (140°)
20200101,488200,05:00pm,south (180°)
20200101,488200,06:00pm,southeast (130°)
20200101,488200,07:00pm,south-southeast (150°)
20200101,488200,08:00pm,low winds from changing directions
20200101,488200,09:00pm,east-southeast (120°)
20200101,488200,10:00pm,east-southeast (110°)
20200101,488200,11:00pm,low winds from changing directions
20200101,488200,12:00am,north-northwest (330°)
20200101,488200,01:00am,west-northwest (300°)
20200101,488200,02:00am,low winds from changing directions
20200101,488200,03:00am,west-southwest (250°)
20200101,488200,04:00am,low winds from changing directions
20200101,488200,05:00am,north-northwest (340°)
20200101,488200,06:00am,calm
20200102,488200,07:00am,low winds from changing directions
20200102,488200,08:00am,east-southeast (110°)
20200102,488200,09:00am,east-southeast (110°)
20200102,488200,10:00am,east-southeast (110°)
20200102,488200,11:00am,east-southeast (110°)
20200102,488200,12:00pm,south-southeast (160°)
20200102,488200,01:00pm,low winds from changing directions
20200102,488200,02:00pm,north-northwest (330°)
20200102,488200,03:00pm,east-northeast (70°)
20200102,488200,04:00pm,east-northeast (60°)
20200102,488200,05:00pm,east-northeast (60°)
20200102,488200,06:00pm,northeast (50°)
20200102,488200,07:00pm,east-southeast (120°)
20200102,488200,08:00pm,east-southeast (110°)
20200102,488200,09:00pm,east-southeast (120°)
20200102,488200,10:00pm,southeast (140°)
20200102,488200,11:00pm,southeast (130°)
20200102,488200,12:00am,southeast (130°)
20200102,488200,01:00am,southeast (130°)
20200102,488200,02:00am,southeast (130°)
20200102,488200,03:00am,southeast (130°)
20200102,488200,04:00am,southeast (130°)
20200102,488200,05:00am,east (100°)
20200102,488200,06:00am,east-southeast (110°)
20200103,488200,07:00am,east-southeast (110°)
20200103,488200,08:00am,east (100°)
20200103,488200,09:00am,southeast (130°)
20200103,488200,10:00am,east-southeast (110°)
20200103,488200,11:00am,east-southeast (120°)
20200103,488200,12:00pm,east-southeast (120°)
20200103,488200,01:00pm,east-southeast (120°)
20200103,488200,02:00pm,south-southeast (150°)
20200103,488200,03:00pm,southeast (140°)
20200103,488200,04:00pm,south (170°)
20200103,488200,05:00pm,southeast (140°)
20200103,488200,06:00pm,south-southeast (150°)
20200103,488200,07:00pm,southeast (140°)
20200103,488200,08:00pm,southeast (140°)
20200103,488200,09:00pm,southeast (140°)
20200103,488200,10:00pm,southeast (140°)
20200103,488200,11:00pm,southeast (130°)
20200103,488200,12:00am,southeast (130°)
20200103,488200,01:00am,east-southeast (110°)
20200103,488200,02:00am,east-southeast (110°)
20200103,488200,03:00am,east (100°)
20200103,488200,04:00am,east (80°)
20200103,488200,05:00am,east (80°)
20200103,488200,06:00am,northeast (50°)
20200104,488200,07:00am,east-northeast (60°)
20200104,488200,08:00am,northeast (50°)
20200104,488200,09:00am,northeast (50°)
20200104,488200,10:00am,east-northeast (70°)
20200104,488200,11:00am,east (80°)
20200104,488200,12:00pm,south-southeast (150°)
20200104,488200,01:00pm,east-northeast (60°)
20200104,488200,02:00pm,east-southeast (110°)
20200104,488200,03:00pm,southeast (140°)
20200104,488200,04:00pm,east-southeast (120°)
20200104,488200,05:00pm,southeast (130°)
20200104,488200,06:00pm,southeast (130°)
20200104,488200,07:00pm,east-southeast (120°)
20200104,488200,08:00pm,east (100°)
20200104,488200,09:00pm,east-northeast (70°)
20200104,488200,10:00pm,east (90°)
20200104,488200,11:00pm,low winds from changing directions
20200104,488200,12:00am,northeast (50°)
20200104,488200,01:00am,low winds from changing directions
20200104,488200,02:00am,east-southeast (120°)
20200104,488200,03:00am,east (100°)
20200104,488200,04:00am,east (80°)
20200104,488200,05:00am,east (90°)
20200104,488200,06:00am,east (90°)
