date,station_id,time,humidity
20241229,488200,07:00am,58%
20241229,488200,08:00am,59%
20241229,488200,09:00am,48%
20241229,488200,10:00am,40%
20241229,488200,11:00am,43%
20241229,488200,12:00pm,40%
20241229,488200,01:00pm,38%
20241229,488200,02:00pm,43%
20241229,488200,03:00pm,43%
20241229,488200,04:00pm,43%
20241229,488200,05:00pm,49%
20241229,488200,06:00pm,53%
20241229,488200,07:00pm,56%
20241229,488200,08:00pm,64%
20241229,488200,09:00pm,72%
20241229,488200,10:00pm,72%
20241229,488200,11:00pm,77%
20241229,488200,12:30am,82%
20241229,488200,01:00am,82%
20241229,488200,02:00am,88%
20241229,488200,03:00am,88%
20241229,488200,04:00am,88%
20241229,488200,05:00am,82%
20241229,488200,06:00am,88%
